mind a 4 egyenlő-e,huspacy sima pos,huspacy tag (detailed pos),huspacy em ud tag,emagyar pos,huspacy token,emagyar token
False,|PROPN|,|PROPN|,|[]|,|NOUN|,ELNÖK,ELNÖK
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|ADV|,|ADV|,|[]|,|PRON|,|amikor|,|amikor|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|ADV|,|ADV|,|[]|,|PRON|,|amikor|,|amikor|
False,|DET|,|DET|,|[]|,|PRON|,|minden|,|minden|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|ADV|,|ADV|,|[]|,|PRON|,|amikor|,|amikor|
False,|INTJ|,|INTJ|,|[]|,|ADV|,|sajnos|,|sajnos|
False,|NOUN|,|NOUN|,|NOUN|,|VERB|,|hal|,|hal|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|PROPN|,|PROPN|,|[]|,|NUM|,|16.50|,|16.50|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|LMP-nek|,|LMP-nek|
False,|ADV|,|ADV|,|[]|,|ADV|,|be|,|be|
False,|ADV|,|ADV|,|[]|,|ADV|,|fel|,|fel|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|DET|,|DET|,|[]|,|PRON|,|ez|,|ez|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|de|,|de|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|ADV|,|ADV|,|[]|,|PRON|,|miért|,|miért|
False,|AUX|,|AUX|,|[]|,|VERB|,|vagyok|,|vagyok|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|hiszen|,|hiszen|
False,|ADV|,|ADV|,|[]|,|ADV|,|be|,|be|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|De|,|De|
False,|NOUN|,|NOUN|,|[]|,|VERB|,|revideáltáke|,|revideáltáke|
False,|VERB|,|VERB|,|[]|,|NOUN|,|elismerike|,|elismerike|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|mégis|,|mégis|
False,|ADV|,|ADJ|,|[]|,|NOUN|,|támogatjáke|,|támogatjáke|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|LMP|,|LMP|
False,|ADV|,|ADV|,|[]|,|ADV|,|Előre|,|Előre|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|LMP|,|LMP|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|DR.|,|DR.|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|VERB|,|VERB|,|VERB|,|ADJ|,|elkötelezett|,|elkötelezett|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADV|,|ADV|,|[]|,|NUM|,|többször|,|többször|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|elsők|,|elsők|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|CCONJ|,|ADV|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Unión|,|Unión|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADJ|,|ADJ|,|[]|,|NOUN|,|biogén|,|biogén|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|illetve|,|illetve|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|NOUN|,|NOUN|,|NOUN|,|NUM|,|Egyet|,|Egyet|
False,|ADV|,|ADV|,|[]|,|PRON|,|ezért|,|ezért|
False,|ADJ|,|ADJ|,|[]|,|ADJ|,|amibiciózus|,|amibiciózus|
False,|ADV|,|ADV|,|[]|,|ADJ|,|jól|,|jól|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|hiszen|,|hiszen|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADV|,|ADV|,|[]|,|PRON|,|ezért|,|ezért|
False,|NOUN|,|ADJ|,|NOUN|,|ADJ|,|villamos|,|villamos|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Kanász-Nagy|,|Kanász-Nagy|
False,|NOUN|,|NOUN|,|NOUN|,|ADJ|,|képviselő|,|képviselő|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|KANÁSZ-NAGY|,|KANÁSZ-NAGY|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|LMP|,|LMP|
False,|NOUN|,|NOUN|,|NOUN|,|ADP|,|részéről|,|részéről|
False,|ADV|,|ADV|,|[]|,|PRON|,|addigra|,|addigra|
False,|AUX|,|AUX|,|[]|,|VERB|,|leszek|,|leszek|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|de|,|de|
False,|PRON|,|PRON|,|[]|,|NOUN|,|mások|,|mások|
False,|ADV|,|ADV|,|[]|,|ADV|,|hamarabb|,|hamarabb|
False,|DET|,|PRON|,|[]|,|PRON|,|ezt|,|ezt|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PRON|,|DET|,|PRON|,|PRON|,|ezeket|,|ezeket|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|nemcsak|,|nemcsak|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|hanem|,|hanem|
False,|ADV|,|ADV|,|[]|,|PRON|,|mindenhol|,|mindenhol|
False,|ADJ|,|ADJ|,|ADJ|,|NOUN|,|százméteres|,|százméteres|
False,|ADV|,|ADV|,|[]|,|PRON|,|ameddig|,|ameddig|
False,|ADJ|,|ADJ|,|[]|,|ADV|,|gyakorlatilag|,|gyakorlatilag|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|tehát|,|tehát|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|pedig|,|pedig|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADV|,|ADV|,|[]|,|PRON|,|amikor|,|amikor|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|vagy|,|vagy|
False,|ADV|,|ADV|,|[]|,|PRON|,|amikor|,|amikor|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|CCONJ|,|CCONJ|,|CCONJ|,|PRON|,|Mind|,|Mind|
False,|NOUN|,|NUM|,|[]|,|NUM|,|kettőt|,|kettőt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|LMP|,|LMP|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Momentum|,|Momentum|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Párbeszéd|,|Párbeszéd|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|DR.|,|DR.|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Dr.|,|Dr.|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Nagyívű|,|Nagyívű|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|AUX|,|AUX|,|[]|,|VERB|,|leszek|,|leszek|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Ungár|,|Ungár|
False,|PRON|,|PRON|,|[]|,|NOUN|,|más|,|más|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|itt|,|itt|
False,|PRON|,|PRON|,|[]|,|ADP|,|közöttünk|,|közöttünk|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Derültség|,|Derültség.|
False,|ADV|,|ADV|,|[]|,|PRON|,|Emellett|,|Emellett|
False,|DET|,|DET|,|[]|,|PRON|,|ebben|,|ebben|
False,|ADV|,|ADV|,|[]|,|PRON|,|Ahogy|,|Ahogy|
False,|NOUN|,|ADJ|,|NOUN|,|ADJ|,|villamos|,|villamos|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|illetve|,|illetve|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Bizottság|,|Bizottság|
False,|ADV|,|ADV|,|[]|,|ADV|,|mindenképpen|,|mindenképpen|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|pedig|,|pedig|
False,|NOUN|,|NOUN|,|NOUN|,|ADJ|,|képviselő|,|képviselő|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|PROPN|,|PROPN|,|PROPN|,|NOUN|,|Halász|,|Halász|
False,|PROPN|,|PROPN|,|PROPN|,|ADJ|,|János|,|János|
False,|ADV|,|ADV|,|[]|,|CONJ|,|Így|,|Így|
False,|ADV|,|ADV|,|[]|,|ADV|,|fel|,|fel|
False,|PROPN|,|PROPN|,|PROPN|,|NOUN|,|Halász|,|Halász|
False,|PROPN|,|PROPN|,|PROPN|,|ADJ|,|János|,|János|
False,|SCONJ|,|VERB|,|[]|,|VERB|,|elfogadjae|,|elfogadjae|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|vagy|,|vagy|
False,|PROPN|,|PROPN|,|PROPN|,|NOUN|,|HALÁSZ|,|HALÁSZ|
False,|PROPN|,|PROPN|,|PROPN|,|ADJ|,|JÁNOS|,|JÁNOS|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|ADV|,|ADV|,|[]|,|PRON|,|Akkor|,|Akkor|
False,|NOUN|,|NOUN|,|[]|,|PRON|,|öné|,|öné|
False,|PROPN|,|PROPN|,|PROPN|,|NOUN|,|Halász|,|Halász|
False,|PROPN|,|PROPN|,|PROPN|,|ADJ|,|János|,|János|
False,|PROPN|,|PROPN|,|PROPN|,|NOUN|,|HALÁSZ|,|HALÁSZ|
False,|PROPN|,|PROPN|,|PROPN|,|ADJ|,|JÁNOS|,|JÁNOS|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Ház|,|Ház|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Államtitkár|,|Államtitkár|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|NOUN|,|NOUN|,|[]|,|PROPN|,|Fidesz-KDNP-kormánynak|,|Fidesz-KDNP-kormánynak|
False,|ADV|,|NOUN|,|[]|,|PRON|,|Olyannyira|,|Olyannyira|
False,|ADJ|,|NUM|,|[]|,|NUM|,|2018-hoz|,|2018-hoz|
False,|ADV|,|ADV|,|[]|,|PRON|,|Ugyanakkor|,|Ugyanakkor|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|ilyen|,|ilyen|
False,|DET|,|DET|,|DET|,|PRON|,|Az|,|Az|
False,|ADV|,|ADV|,|[]|,|ADV|,|elő|,|elő|
False,|ADV|,|ADV|,|[]|,|ADV|,|be|,|be|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlésbe|,|Országgyűlésbe|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|de|,|de|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|így|,|így|
False,|DET|,|DET|,|[]|,|PRON|,|ebben|,|ebben|
False,|NUM|,|DET|,|NUM|,|NUM|,|több|,|több|
False,|AUX|,|VERB|,|[]|,|VERB|,|volt|,|volt|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|hanem|,|hanem|
False,|ADV|,|ADV|,|[]|,|ADJ|,|jól|,|jól|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|Így|,|Így|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|ugyanis|,|ugyanis|
False,|ADV|,|ADV|,|[]|,|PRON|,|míg|,|míg|
False,|DET|,|DET|,|DET|,|NUM|,|egy|,|egy|
False,|NOUN|,|NOUN|,|NOUN|,|ADJ|,|képviselő|,|képviselő|
False,|ADV|,|ADV|,|[]|,|ADV|,|fel|,|fel|
False,|ADV|,|ADV|,|[]|,|PRON|,|Így|,|Így|
False,|ADJ|,|ADJ|,|ADJ|,|VERB|,|vezette|,|vezette|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|SCONJ|,|SCONJ|,|[]|,|CONJ|,|miszerint|,|miszerint|
False,|NOUN|,|NOUN|,|NOUN|,|ADJ|,|listás|,|listás|
False,|NOUN|,|ADJ|,|NOUN|,|ADJ|,|képviselői|,|képviselői|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|LMP|,|LMP|
False,|NOUN|,|NOUN|,|NOUN|,|ADV|,|baloldalt|,|baloldalt|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|így|,|így|
False,|NOUN|,|NOUN|,|NOUN|,|ADJ|,|véletlen|,|véletlen|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Fentiekre|,|Fentiekre|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|ilyen|,|ilyen|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|ilyen|,|ilyen|
False,|ADJ|,|ADJ|,|[]|,|VERB|,|elfogadhatóe|,|elfogadhatóe|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|PROPN|,|PROPN|,|PROPN|,|NOUN|,|Halász|,|Halász|
False,|PROPN|,|PROPN|,|PROPN|,|ADJ|,|János|,|János|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|DR.|,|DR.|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlésben|,|Országgyűlésben|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|illetőleg|,|illetőleg|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|DET|,|DET|,|[]|,|PRON|,|ez|,|ez|
False,|ADV|,|ADV|,|[]|,|PRON|,|Míg|,|Míg|
False,|DET|,|DET|,|DET|,|NUM|,|egy|,|egy|
False,|ADV|,|ADJ|,|ADV|,|ADV|,|havonta|,|havonta|
False,|ADV|,|ADV|,|[]|,|PRON|,|addig|,|addig|
False,|DET|,|DET|,|DET|,|NUM|,|egy|,|egy|
False,|NOUN|,|NOUN|,|NOUN|,|ADJ|,|képviselő|,|képviselő|
False,|PROPN|,|NOUN|,|[]|,|NOUN|,|Dr.|,|Dr.|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Simonka|,|Simonka|
False,|ADV|,|NOUN|,|[]|,|PRON|,|mennyibe|,|mennyibe|
False,|NOUN|,|NOUN|,|NOUN|,|ADJ|,|adófizetőknek|,|adófizetőknek|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Dr.|,|Dr.|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Koloman|,|Koloman|
False,|NOUN|,|PRON|,|[]|,|PRON|,|mennyibe|,|mennyibe|
False,|ADJ|,|ADJ|,|ADJ|,|VERB|,|létrehívott|,|létrehívott|
False,|ADJ|,|ADJ|,|[]|,|ADV|,|havonta|,|havonta|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|tehát|,|tehát|
False,|ADV|,|ADV|,|[]|,|PRON|,|itt|,|itt|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|vagy|,|vagy|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|PRON|,|DET|,|PRON|,|PRON|,|ezeknek|,|ezeknek|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|de|,|de|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|ilyen|,|ilyen|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|ilyen|,|ilyen|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlésnek|,|Országgyűlésnek|
False,|VERB|,|VERB|,|[]|,|VERB|,|engedie|,|engedie|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|VERB|,|VERB|,|[]|,|VERB|,|vane|,|vane|
False,|ADJ|,|PRON|,|ADJ|,|PRON|,|ennyi|,|ennyi|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|NUM|,|[]|,|NUM|,|17.00|,|17.00|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|PROPN|,|PROPN|,|PROPN|,|NOUN|,|Halász|,|Halász|
False,|PROPN|,|PROPN|,|PROPN|,|NOUN|,|HALÁSZ|,|HALÁSZ|
False,|PROPN|,|PROPN|,|PROPN|,|ADJ|,|JÁNOS|,|JÁNOS|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Ház|,|Ház|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Államtitkár|,|Államtitkár|
False,|PRON|,|NOUN|,|[]|,|NOUN|,|Úr|,|Úr|
False,|ADV|,|ADV|,|[]|,|PRON|,|így|,|így|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|de|,|de|
False,|PROPN|,|NOUN|,|[]|,|NOUN|,|Dr.|,|Dr.|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahogy|,|ahogy|
False,|ADV|,|ADV|,|[]|,|PRON|,|úgy|,|úgy|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|mégis|,|mégis|
False,|ADV|,|ADV|,|[]|,|PRON|,|így|,|így|
False,|PROPN|,|NOUN|,|[]|,|NOUN|,|Dr.|,|Dr.|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Volnerrel|,|Volnerrel|
False,|ADV|,|ADV|,|[]|,|ADV|,|hamarabb|,|hamarabb|
False,|AUX|,|VERB|,|[]|,|VERB|,|lennénk|,|lennénk|
False,|ADV|,|ADV|,|[]|,|ADV|,|be|,|be|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADV|,|ADV|,|[]|,|ADV|,|be|,|be|
False,|VERB|,|AUX|,|VERB|,|VERB|,|fogjuk|,|fogjuk|
False,|NOUN|,|ADJ|,|[]|,|ADJ|,|meredeken|,|meredeken|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahogy|,|ahogy|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Dr.|,|Dr.|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Koloman|,|Koloman|
False,|ADJ|,|ADJ|,|[]|,|NUM|,|nulla|,|nulla|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|NOUN|,|NUM|,|NOUN|,|NUM|,|milliárdokkal|,|milliárdokkal|
False,|NOUN|,|NOUN|,|[]|,|PROPN|,|Fidesz-frakció|,|Fidesz-frakció|
False,|ADV|,|ADV|,|[]|,|PRON|,|ezért|,|ezért|
False,|ADV|,|ADV|,|[]|,|ADV|,|be|,|be|
False,|AUX|,|AUX|,|[]|,|VERB|,|fogja|,|fogja|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Ház|,|Ház|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Dr.|,|Dr.|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Koloman|,|Koloman|
False,|AUX|,|AUX|,|[]|,|VERB|,|volt|,|volt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|VERB|,|ADJ|,|VERB|,|VERB|,|megilleti|,|megilleti|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|DR.|,|DR.|
False,|DET|,|DET|,|[]|,|NUM|,|néhány|,|néhány|
False,|VERB|,|PROPN|,|[]|,|NOUN|,|Háznak|,|Háznak|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Közlöny|,|Közlöny|
False,|ADV|,|ADJ|,|[]|,|ADJ|,|pontosabban|,|pontosabban|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Hivatalos|,|Hivatalos|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Értesítőben|,|Értesítőben|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlésbe|,|Országgyűlésbe|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|DET|,|NUM|,|[]|,|NUM|,|több|,|több|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|LMP-nek|,|LMP-nek|
False,|ADV|,|ADV|,|[]|,|PRON|,|míg|,|míg|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Párbeszéd|,|Párbeszéd|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Momentum|,|Momentum|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|pedig|,|pedig|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Vejkey|,|Vejkey|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|NOUN|,|PROPN|,|NOUN|,|NOUN|,|Veszélyben|,|Veszélyben|
False,|ADV|,|ADV|,|[]|,|ADV|,|fel|,|fel|
False,|NOUN|,|NOUN|,|NOUN|,|ADJ|,|képviselő|,|képviselő|
False,|SCONJ|,|VERB|,|[]|,|VERB|,|elfogadjae|,|elfogadjae|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|vagy|,|vagy|
False,|PROPN|,|PRON|,|[]|,|NOUN|,|DR.|,|DR.|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|VEJKEY|,|VEJKEY|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|PROPN|,|PROPN|,|[]|,|PRON|,|Öné|,|Öné|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Vejkey|,|Vejkey|
False,|PROPN|,|PRON|,|[]|,|NOUN|,|DR.|,|DR.|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|VEJKEY|,|VEJKEY|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Államtitkár|,|Államtitkár|
False,|INTJ|,|INTJ|,|[]|,|ADV|,|Sajnos|,|Sajnos|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|de|,|de|
False,|DET|,|DET|,|[]|,|NUM|,|több|,|több|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|PRON|,|PRON|,|PRON|,|ADV|,|Ezen|,|Ezen|
False,|INTJ|,|INTJ|,|[]|,|ADV|,|sajnos|,|sajnos|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|egészében|,|egészében|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|de|,|de|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|pedig|,|pedig|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|sem|,|sem|
False,|VERB|,|PROPN|,|[]|,|PROPN|,|Brüsszelnek|,|Brüsszelnek|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|sem|,|sem|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|pedig|,|pedig|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|vagyis|,|vagyis|
False,|PRON|,|PRON|,|PRON|,|DET|,|az|,|az|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|NOUN|,|NOUN|,|[]|,|PROPN|,|Orbán-kormány|,|Orbán-kormány|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
