huspacy_emm == emagyar,huspacy_ud,huspacy_emm,emagyar,huspacy token,emagyar token
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adj][Nom]|,|Rezsivédelmi|,|Rezsivédelmi|
False,|None|,|None|,|[/Adj][Nom]|,|Honvédelmi|,|Honvédelmi|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/Adv|Pro|Int]|,|miként|,|miként|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/V][Prs.NDef.1Sg]|,|vagyok|,|vagyok|
False,|None|,|None|,|[/N|Pro][Abl]|,|öntől|,|öntől|
False,|None|,|None|,|[/Adv|Pro|Int]|,|miért|,|miért|
False,|None|,|None|,|[/N|Pro][Pl][All]|,|önökhöz|,|önökhöz|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/N][Nom][Punct]|,|DR.|,|DR.|
False,|None|,|None|,|[/Adj][Nom]|,|Miniszterelnöki|,|Miniszterelnöki|
False,|None|,|None|,|[/N][Nom]|,|Kabinetiroda|,|Kabinetiroda|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Ház|,|Ház|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Sebián-Petrovszki|,|Sebián-Petrovszki|
False,|None|,|None|,|[/N|Pro|Int][Dat]|,|Kinek|,|Kinek|
False,|None|,|None|,|[/Adj][Nom]|,|Rezsivédelmi|,|Rezsivédelmi|
False,|None|,|None|,|[/Cnj]|,|és|,|és|
False,|None|,|None|,|[/Adj][Nom]|,|Honvédelmi|,|Honvédelmi|
False,|None|,|None|,|[/Det|Pro][Pl][Dat]|,|azoknak|,|azoknak|
False,|None|,|None|,|[/Adv|Pro|Int]|,|Mint|,|Mint|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adj][Nom]|,|Rezsivédelmi|,|Rezsivédelmi|
False,|None|,|None|,|[/Adj][Nom]|,|Honvédelmi|,|Honvédelmi|
False,|None|,|None|,|[/N|Pro][Nom]|,|ön|,|ön|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro]|,|ott|,|ott|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|ahol|,|ahol|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|ahol|,|ahol|
False,|None|,|None|,|[/Adv|Pro]|,|ott|,|ott|
False,|None|,|None|,|[/V][Prs.NDef.3Sg]|,|lesz|,|lesz|
False,|None|,|None|,|[/Adv|Pro]|,|Így|,|Így|
False,|None|,|None|,|[/Prev]|,|fel|,|fel|
False,|None|,|None|,|[/N|Pro][Nom]|,|Minden|,|Minden|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|ahogy|,|ahogy|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Det|Pro][Cau]|,|azért|,|azért|
False,|None|,|None|,|[/N][Pl][Nom]|,|Kaszinók|,|Kaszinók|
False,|None|,|None|,|[/Adj|Pro|Int][Nom]|,|mekkora|,|mekkora|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|ahol|,|ahol|
False,|None|,|None|,|[/Adv|Pro]|,|innen|,|innen|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/V][Prs.Def.1Sg]|,|Megköszönöm|,|Megköszönöm|
False,|None|,|None|,|[/N][Nom]|,|SEBIÁN-PETROVSZKI|,|SEBIÁN-PETROVSZKI|
False,|None|,|None|,|[/Adj][_Manner/Adv]|,|jól|,|jól|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/Num][_Comp/Num][Nom]|,|több|,|több|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|másik|,|másik|
False,|None|,|None|,|[/Prev]|,|elő|,|elő|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/Num][Nom]|,|összes|,|összes|
False,|None|,|None|,|[/Adj|Pro][Acc]|,|többit|,|többit|
False,|None|,|None|,|[/N][Nom]|,|Államtitkár|,|Államtitkár|
False,|None|,|None|,|[/N|Pro][Acc]|,|mást|,|mást|
False,|None|,|None|,|[/Det|Pro][Ade]|,|annál|,|annál|
False,|None|,|None|,|[/Num][Nom]|,|rengeteg|,|rengeteg|
False,|None|,|None|,|[/Prev]|,|be|,|be|
False,|None|,|None|,|[/Adv|Pro]|,|Itt|,|Itt|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/Adv|Pro]|,|valahogy|,|valahogy|
False,|None|,|None|,|[/Prev]|,|be|,|be|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/Adv|Pro]|,|így|,|így|
False,|None|,|None|,|[/N][Nom]|,|valami|,|valami|
False,|None|,|None|,|[/Adv|Pro|Int]|,|miért|,|miért|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro]|,|aztán|,|aztán|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/N][Nom][Punct]|,|Dr.|,|Dr.|
False,|None|,|None|,|[/Adv|Pro]|,|így|,|így|
False,|None|,|None|,|[/N][Nom][Punct]|,|DR.|,|DR.|
False,|None|,|None|,|[/Adj][Nom]|,|Miniszterelnöki|,|Miniszterelnöki|
False,|None|,|None|,|[/N][Nom]|,|Kabinetiroda|,|Kabinetiroda|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Úr|,|Úr|
False,|None|,|None|,|[/N][Poss.3Sg][Nom]|,|áthárítjáke|,|áthárítjáke|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|ahogy|,|ahogy|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|olyan|,|olyan|
False,|None|,|None|,|[/N][Dat]|,|MOL-nak|,|MOL-nak|
False,|None|,|None|,|[/N][Nom]|,|multi|,|multi|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|olyan|,|olyan|
False,|None|,|None|,|[/N|Pro|Rel][Cau]|,|amiért|,|amiért|
False,|None|,|None|,|[/Prev]|,|be|,|be|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|Ahol|,|Ahol|
False,|None|,|None|,|[/Adv|Pro]|,|emögött|,|emögött|
False,|None|,|None|,|[/Adv|Pro]|,|ott|,|ott|
False,|None|,|None|,|[/Prev]|,|ki|,|ki|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/V][Prs.Def.1Sg]|,|Megköszönöm|,|Megköszönöm|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Adv|Pro|Int]|,|Hogyan|,|Hogyan|
False,|None|,|None|,|[/N][Nom][Punct]|,|DR.|,|DR.|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Elnök|,|Elnök|
False,|None|,|None|,|[/N][Nom]|,|Úr|,|Úr|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Államtitkár|,|Államtitkár|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Adv]|,|soha|,|soha|
False,|None|,|None|,|[/Num][Nom]|,|számos|,|számos|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|egyik|,|egyik|
False,|None|,|None|,|[/Supl][/Adj][_Comp/Adj][Acc]|,|legfontosabbat|,|legfontosabbat|
False,|None|,|None|,|[/N][Nom]|,|OKFŐ|,|OKFŐ|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|ahol|,|ahol|
False,|None|,|None|,|[/Adj][Del]|,|beutalóról|,|beutalóról|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|ilyen|,|ilyen|
False,|None|,|None|,|[/V][Pst.NDef.3Sg]|,|volt|,|volt|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/Adv]|,|sajnos|,|sajnos|
False,|None|,|None|,|[/N][Nom]|,|Államtitkár|,|Államtitkár|
False,|None|,|None|,|[/Adv]|,|Előre|,|Előre|
False,|None|,|None|,|[/Det|Pro][Acc]|,|azt|,|azt|
False,|None|,|None|,|[/N][Nom]|,|Gyurcsány-kormány|,|Gyurcsány-kormány|
False,|None|,|None|,|[/V][Pst.NDef.3Sg]|,|volt|,|volt|
False,|None|,|None|,|[/Adj][Pl][Nom]|,|ellátatlanok|,|ellátatlanok|
False,|None|,|None|,|[/Adv|Pro|Int]|,|hogyan|,|hogyan|
False,|None|,|None|,|[/V][Prs.Def.3Sg]|,|fogja|,|fogja|
False,|None|,|None|,|[/Det|Pro][Acc]|,|ezt|,|ezt|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Adj][Nom]|,|Rétvári|,|Rétvári|
False,|None|,|None|,|[/N|Pro][AnP][Nom]|,|Öné|,|Öné|
False,|None|,|None|,|[/Adj][Nom]|,|RÉTVÁRI|,|RÉTVÁRI|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|egyik|,|egyik|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|Amikor|,|Amikor|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|olyan|,|olyan|
False,|None|,|None|,|[/Num|Digit][Nom]|,|17.20|,|17.20|
False,|None|,|None|,|[/Det|Pro][Subl]|,|ugyanerre|,|ugyanerre|
False,|None|,|None|,|[/Num|Digit][Acc]|,|79-et|,|79-et|
False,|None|,|None|,|[/Adv|Pro]|,|Akkor|,|Akkor|
False,|None|,|None|,|[/V][Pst.NDef.3Sg]|,|volt|,|volt|
False,|None|,|None|,|[/Num][Del]|,|ezerről|,|ezerről|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Num|Digit][_Manner/Adv]|,|422-en|,|422-en|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro]|,|Itt|,|Itt|
False,|None|,|None|,|[/Num][Pl][Ine]|,|tízmilliókban|,|tízmilliókban|
False,|None|,|None|,|[/Num][Nom]|,|egy-egy|,|egy-egy|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|olyan|,|olyan|
False,|None|,|None|,|[/Adj][Nom]|,|saját|,|saját|
False,|None|,|None|,|[/N|Pro][Nom]|,|minden|,|minden|
False,|None|,|None|,|[/Adv|Pro]|,|ugyanakkor|,|ugyanakkor|
False,|None|,|None|,|[/Det|Pro][Pl][Ins]|,|ezekkel|,|ezekkel|
False,|None|,|None|,|[/Num][_Comp/Num][Nom]|,|több|,|több|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|egyik|,|egyik|
False,|None|,|None|,|[/Supl][/Adv]|,|leginkább|,|leginkább|
False,|None|,|None|,|[/Adv|Pro]|,|ezért|,|ezért|
False,|None|,|None|,|[/N|Pro][Dat][1Pl]|,|nekünk|,|nekünk|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro]|,|ezáltal|,|ezáltal|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|Ahogy|,|Ahogy|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/V][Pst.NDef.3Sg]|,|volt|,|volt|
False,|None|,|None|,|[/N|Pro][Nom]|,|minden|,|minden|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro]|,|Így|,|Így|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|ahogy|,|ahogy|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/N|Pro][Dat]|,|önnek|,|önnek|
False,|None|,|None|,|[/Adj][Poss.3Sg][Ade]|,|háromszorosánál|,|háromszorosánál|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/N][Nom]|,|Koloman|,|Koloman|
False,|None|,|None|,|[/Adj][_Comp/Adj][_Design/Adj][Nom]|,|Jobbik|,|Jobbik|
False,|None|,|None|,|[/N][Nom]|,|Támogatjae|,|Támogatjae|
False,|None|,|None|,|[/N|Pro][AnP][Nom]|,|Öné|,|Öné|
False,|None|,|None|,|[/N][Nom][Punct]|,|DR.|,|DR.|
False,|None|,|None|,|[/N]|,|KOLOMAN|,|KOLOMAN|
False,|None|,|None|,|[/Adj][_Comp/Adj][_Design/Adj][Nom]|,|Jobbik|,|Jobbik|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Államtitkár|,|Államtitkár|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro|Int]|,|honnan|,|honnan|
False,|None|,|None|,|[/Num][Nom]|,|néhány|,|néhány|
False,|None|,|None|,|[/N][Supe]|,|határszélen|,|határszélen|
False,|None|,|None|,|[/Num][Nom]|,|sok|,|sok|
False,|None|,|None|,|[/Adv]|,|gyakorlatilag|,|gyakorlatilag|
False,|None|,|None|,|[/Det|Pro][Ine]|,|ebben|,|ebben|
False,|None|,|None|,|[/Adv]|,|nemcsak|,|nemcsak|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro]|,|Itt|,|Itt|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Prev]|,|ki|,|ki|
False,|None|,|None|,|[/Adj|Pro][Ins]|,|többivel|,|többivel|
False,|None|,|None|,|[/Adv|Pro]|,|aztán|,|aztán|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/Adj][Nom]|,|Európai|,|Európai|
False,|None|,|None|,|[/N][Nom]|,|Unió|,|Unió|
False,|None|,|None|,|[/Adv|Pro]|,|Itt|,|Itt|
False,|None|,|None|,|[/N][Ine]|,|Kárpát-medencében|,|Kárpát-medencében|
False,|None|,|None|,|[/Det|Pro][Nom]|,|ez|,|ez|
False,|None|,|None|,|[/Det|Pro][Pl][Subl]|,|Ezekre|,|Ezekre|
False,|None|,|None|,|[/Adv|Pro|Int]|,|mikor|,|mikor|
False,|None|,|None|,|[/V]|,|volna|,|volna|
False,|None|,|None|,|[/Adv|Pro]|,|Aztán|,|Aztán|
False,|None|,|None|,|[/N][Acc]|,|II.-t|,|II.-t|
False,|None|,|None|,|[/Adj][_Comp/Adj][_Design/Adj][Nom]|,|Jobbik|,|Jobbik|
False,|None|,|None|,|[/Adv|Pro]|,|ugyanakkor|,|ugyanakkor|
False,|None|,|None|,|[/V][Cond.NDef.3Sg]|,|lenne|,|lenne|
False,|None|,|None|,|[/N][Nom]|,|II.-t|,|II.-t|
False,|None|,|None|,|[/Adj][Pl][Ins]|,|oroszokkal|,|oroszokkal|
False,|None|,|None|,|[/Adv|Pro]|,|Itt|,|Itt|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/Adj][_Comp/Adj][_Design/Adj][Nom]|,|Jobbik|,|Jobbik|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/N][Nom][Punct]|,|DR.|,|DR.|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/Adv]|,|soha|,|soha|
False,|None|,|None|,|[/Adv]|,|többet|,|többet|
False,|None|,|None|,|[/Det|Pro][Nom]|,|ez|,|ez|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|amikor|,|amikor|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/Adv|Pro]|,|Emellett|,|Emellett|
False,|None|,|None|,|[/Adj][Nom]|,|krki|,|krki|
False,|None|,|None|,|[/N][Ela]|,|LNG-terminálból|,|LNG-terminálból|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Prev]|,|le|,|le|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro]|,|Emellett|,|Emellett|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|Ahogy|,|Ahogy|
False,|None|,|None|,|[/Adv|Pro]|,|ezért|,|ezért|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/V][Sbjv.NDef.3Sg]|,|legyen|,|legyen|
False,|None|,|None|,|[/Adv]|,|gyakorlatilag|,|gyakorlatilag|
False,|None|,|None|,|[/N][Nom]|,|napalem-kapacitás|,|napalem-kapacitás|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|Ahogy|,|Ahogy|
False,|None|,|None|,|[/Adv]|,|szintén|,|szintén|
False,|None|,|None|,|[/Adv|Pro]|,|ezért|,|ezért|
False,|None|,|None|,|[/Adj][Nom]|,|Európai|,|Európai|
False,|None|,|None|,|[/N][Nom]|,|Bizottság|,|Bizottság|
False,|None|,|None|,|[/N][Nom]|,|megawatt|,|megawatt|
False,|None|,|None|,|[/Det|Pro][Pl][Ine]|,|ezekben|,|ezekben|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/V][Prs.Def.1Sg]|,|Köszönöm|,|Köszönöm|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/N][Nom]|,|Komjáthi|,|Komjáthi|
False,|None|,|None|,|[/N|Pro][AnP][Nom]|,|Öné|,|Öné|
False,|None|,|None|,|[/N][Nom]|,|KOMJÁTHI|,|KOMJÁTHI|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Államtitkár|,|Államtitkár|
False,|None|,|None|,|[/N][Nom]|,|Normix|,|Normix|
False,|None|,|None|,|[/Cnj]|,|Ezért|,|Ezért|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|olyan|,|olyan|
False,|None|,|None|,|[/Adv]|,|államilag|,|államilag|
False,|None|,|None|,|[/N][Nom]|,|Normixra|,|Normixra|
False,|None|,|None|,|[/Cnj]|,|Így|,|Így|
False,|None|,|None|,|[/Adj][Nom]|,|megkereső|,|megkereső|
False,|None|,|None|,|[/N|Pro][Acc]|,|mást|,|mást|
False,|None|,|None|,|[/Num][_Comp/Num][Nom]|,|több|,|több|
False,|None|,|None|,|[/Cnj]|,|hacsak|,|hacsak|
False,|None|,|None|,|[/Adj][Pl][Subl]|,|Fentiekre|,|Fentiekre|
False,|None|,|None|,|[/N][Nom]|,|Normix|,|Normix|
False,|None|,|None|,|[/Adv|Pro|Int]|,|Mikor|,|Mikor|
False,|None|,|None|,|[/Prev]|,|vissza|,|vissza|
False,|None|,|None|,|[/Adv|Pro|Int]|,|mikor|,|mikor|
False,|None|,|None|,|[/Prev]|,|be|,|be|
False,|None|,|None|,|[/N][Nom]|,|Normix|,|Normix|
False,|None|,|None|,|[/Num|Attr][_Mlt-Iter/Adv]|,|kétszer|,|kétszer|
False,|None|,|None|,|[/Adv|Pro|Int]|,|Hogyan|,|Hogyan|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Adj][Nom]|,|Rétvári|,|Rétvári|
False,|None|,|None|,|[/N|Pro][AnP][Nom]|,|öné|,|öné|
False,|None|,|None|,|[/Adj][Nom]|,|RÉTVÁRI|,|RÉTVÁRI|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Ház|,|Ház|
False,|None|,|None|,|[/N][Nom]|,|Goodwill|,|Goodwill|
False,|None|,|None|,|[/N][Nom][Punct]|,|Kft.|,|Kft.|
False,|None|,|None|,|[/N][Nom]|,|Normix|,|Normix|
False,|None|,|None|,|[/Adv|Pro]|,|ezért|,|ezért|
False,|None|,|None|,|[/Prev]|,|ki|,|ki|
False,|None|,|None|,|[/Adj][Nom]|,|tb-támogatotti|,|tb-támogatotti|
False,|None|,|None|,|[/Det|Pro][Cau]|,|azért|,|azért|
False,|None|,|None|,|[/N][Nom]|,|NEAK|,|NEAK|
False,|None|,|None|,|[/V]|,|volna|,|volna|
False,|None|,|None|,|[/Adv|Pro]|,|így|,|így|
False,|None|,|None|,|[/Prev]|,|le|,|le|
False,|None|,|None|,|[/Det|Pro][Acc]|,|ezt|,|ezt|
False,|None|,|None|,|[/Adv|Pro]|,|ezért|,|ezért|
False,|None|,|None|,|[/Adj][Nom]|,|Nemzeti|,|Nemzeti|
False,|None|,|None|,|[/Adj][Nom]|,|Egészségbiztosítási|,|Egészségbiztosítási|
False,|None|,|None|,|[/N][Nom]|,|Alapkezelő|,|Alapkezelő|
False,|None|,|None|,|[/Adj][Nom]|,|támogatotti|,|támogatotti|
False,|None|,|None|,|[/N][Nom]|,|NEAK|,|NEAK|
False,|None|,|None|,|[/N][Nom]|,|NEAK|,|NEAK|
False,|None|,|None|,|[/Det|Pro][Cau]|,|azért|,|azért|
False,|None|,|None|,|[/V][Pst.NDef.3Sg]|,|volt|,|volt|
False,|None|,|None|,|[/N|Pro][Dat][1Pl]|,|nekünk|,|nekünk|
False,|None|,|None|,|[/Prev]|,|elő|,|elő|
False,|None|,|None|,|[/Adj][Nom]|,|hatóanyag-tartalmú|,|hatóanyag-tartalmú|
False,|None|,|None|,|[/N|Pro][Nom]|,|más|,|más|
False,|None|,|None|,|[/V][Sbjv.NDef.3Sg]|,|legyen|,|legyen|
False,|None|,|None|,|[/Det|Pro][Ine]|,|ebben|,|ebben|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|amikor|,|amikor|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|másik|,|másik|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro]|,|ilyenkor|,|ilyenkor|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro]|,|ezért|,|ezért|
False,|None|,|None|,|[/N][Nom]|,|NEAK|,|NEAK|
False,|None|,|None|,|[/V][Prs.Def.3Sg]|,|fogja|,|fogja|
False,|None|,|None|,|[/Adj][Nom]|,|NEAK-os|,|NEAK-os|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/Num|Digit][Nom]|,|17.30|,|17.30|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/V][Prs.Def.1Sg]|,|Megköszönöm|,|Megköszönöm|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/N][Poss.1Pl][Nom]|,|Hazánk|,|Hazánk|
False,|None|,|None|,|[/Adv|Pro|Int]|,|Miért|,|Miért|
False,|None|,|None|,|[/N][Pl][Nom]|,|NATO-harccsoportok|,|NATO-harccsoportok|
False,|None|,|None|,|[/N][Nom]|,|Szalay-Bobrovniczky|,|Szalay-Bobrovniczky|
False,|None|,|None|,|[/N|Pro][AnP][Nom]|,|Öné|,|Öné|
False,|None|,|None|,|[/N][Nom]|,|ELŐD|,|ELŐD|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Államtitkár|,|Államtitkár|
False,|None|,|None|,|[/N][Pl][Nom]|,|NATO-harccsoportok|,|NATO-harccsoportok|
False,|None|,|None|,|[/Adv|Pro]|,|ezért|,|ezért|
False,|None|,|None|,|[/N][Poss.1Pl][Nom]|,|Hazánk|,|Hazánk|
False,|None|,|None|,|[/N][Nom]|,|Mozgalom|,|Mozgalom|
False,|None|,|None|,|[/Adj][Pl][AnP][Nom]|,|magyaroké|,|magyaroké|
False,|None|,|None|,|[/Adv]|,|sajnos|,|sajnos|
False,|None|,|None|,|[/N][Poss.1Pl][Nom]|,|Hazánk|,|Hazánk|
False,|None|,|None|,|[/N][Nom]|,|Mozgalom|,|Mozgalom|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/N][Poss.1Pl][Nom]|,|Hazánk|,|Hazánk|
False,|None|,|None|,|[/V][Prs.Def.3Sg]|,|ellenzi|,|ellenzi|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|ilyen|,|ilyen|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/N][Poss.1Pl][Dat]|,|hazánknak|,|hazánknak|
False,|None|,|None|,|[/N][Poss.1Pl][Ela]|,|NATO-tagságunkból|,|NATO-tagságunkból|
