huspacy == emagyar,huspacy,emagyar
True,|és|,|és|
True,|ezzel|,|ezzel|
True,|a|,|a|
True,|családok|,|családok|
True,|fűtésköltsége|,|fűtésköltsége|
True,|50-85|,|50-85|
True,|százalékkal|,|százalékkal|
True,|lecsökkenthető|,|lecsökkenthető|
True,"|,|","|,|"
True,|ez|,|ez|
True,|jelenti|,|jelenti|
True,|a|,|a|
True,|valódi|,|valódi|
True,"|,|","|,|"
True,|fenntartható|,|fenntartható|
True,|rezsicsökkentést|,|rezsicsökkentést|
True,"|,|","|,|"
True,|és|,|és|
True,|így|,|így|
True,|szabadulhatunk|,|szabadulhatunk|
True,|meg|,|meg|
True,|az|,|az|
True,|orosz|,|orosz|
True,|energiafüggőségtől|,|energiafüggőségtől|
True,|is|,|is|
True,|.|,|.|
True,|Ha|,|Ha|
True,|minden|,|minden|
True,|lakóépület|,|lakóépület|
True,|mélyfelújítása|,|mélyfelújítása|
True,|megtörténne|,|megtörténne|
True,"|,|","|,|"
True,|az|,|az|
True,|ország|,|ország|
True,|teljes|,|teljes|
True,|földgázfogyasztását|,|földgázfogyasztását|
True,|20|,|20|
True,|százalékkal|,|százalékkal|
True,|lehetne|,|lehetne|
True,|csökkenteni|,|csökkenteni|
True,"|,|","|,|"
True,|miközben|,|miközben|
True,|sok|,|sok|
True,|ezer|,|ezer|
True,|munkahelyet|,|munkahelyet|
True,|is|,|is|
True,|teremtenénk|,|teremtenénk|
True,|.|,|.|
True,|A|,|A|
True,|kormánypárti|,|kormánypárti|
True,|képviselők|,|képviselők|
True,|erre|,|erre|
True,|a|,|a|
True,|programra|,|programra|
True,|mondtak|,|mondtak|
True,|nemet|,|nemet|
True,|a|,|a|
True,|múlt|,|múlt|
True,|héten|,|héten|
True,"|,|","|,|"
True,|amikor|,|amikor|
True,|a|,|a|
True,|Fenntartható|,|Fenntartható|
True,|fejlődés|,|fejlődés|
True,|bizottságában|,|bizottságában|
True,|vita|,|vita|
True,|nélkül|,|nélkül|
True,|utasították|,|utasították|
True,|el|,|el|
True,|a|,|a|
True,|határozati|,|határozati|
True,|javaslatunk|,|javaslatunk|
True,|tárgysorozatba|,|tárgysorozatba|
True,|vételét|,|vételét|
True,|.|,|.|
True,|Egy|,|Egy|
True,|nappal|,|nappal|
True,|később|,|később|
True,|Palkovics|,|Palkovics|
True,|László|,|László|
True,|egy|,|egy|
True,|konferencián|,|konferencián|
True,|már|,|már|
True,|az|,|az|
True,|energiafüggetlenség|,|energiafüggetlenség|
True,|erősítését|,|erősítését|
True,|hangsúlyozta|,|hangsúlyozta|
True,"|,|","|,|"
True,|és|,|és|
True,|kiemelte|,|kiemelte|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|a|,|a|
True,|2050-re|,|2050-re|
True,|kitűzött|,|kitűzött|
True,|klímasemlegességhez|,|klímasemlegességhez|
True,|szükséges|,|szükséges|
True,|többek|,|többek|
True,|között|,|között|
True,|a|,|a|
True,|lakó-|,|lakó-|
True,|és|,|és|
True,|a|,|a|
True,|középületek|,|középületek|
True,|energiahatékonyságának|,|energiahatékonyságának|
True,|javítása|,|javítása|
True,"|,|","|,|"
True,|fűtési|,|fűtési|
True,|rendszerének|,|rendszerének|
True,|korszerűsítése|,|korszerűsítése|
True,|.|,|.|
True,|Tisztelt|,|Tisztelt|
True,|Államtitkár|,|Államtitkár|
True,|Asszony|,|Asszony|
True,|!|,|!|
True,|Legalább|,|Legalább|
True,|most|,|most|
True,|adjon|,|adjon|
True,|indoklást|,|indoklást|
True,"|,|","|,|"
True,|a|,|a|
True,|kormánypárti|,|kormánypárti|
True,|képviselők|,|képviselők|
True,|miért|,|miért|
True,|szavazták|,|szavazták|
True,|le|,|le|
True,|az|,|az|
True,|épületszigetelési|,|épületszigetelési|
True,|programra|,|programra|
True,|vonatkozó|,|vonatkozó|
True,|javaslatunkat|,|javaslatunkat|
True,"|,|","|,|"
True,|amikor|,|amikor|
True,|Palkovics|,|Palkovics|
True,|László|,|László|
True,|is|,|is|
True,|ennek|,|ennek|
True,|a|,|a|
True,|szükségességéről|,|szükségességéről|
True,|beszélt|,|beszélt|
True,|.|,|.|
True,|Tisztelettel|,|Tisztelettel|
True,|várom|,|várom|
True,|válaszát|,|válaszát|
True,|.|,|.|
True,|Köszönöm|,|Köszönöm|
True,|.|,|.|
True,|ELNÖK|,|ELNÖK|
True,|:|,|:|
True,|Köszönöm|,|Köszönöm|
True,"|,|","|,|"
True,|képviselő|,|képviselő|
True,|asszony|,|asszony|
True,|.|,|.|
True,|Tisztelt|,|Tisztelt|
True,|Országgyűlés|,|Országgyűlés|
True,|!|,|!|
True,|Megadom|,|Megadom|
True,|a|,|a|
True,|szót|,|szót|
True,|Koncz|,|Koncz|
True,|Zsófia|,|Zsófia|
True,|államtitkár|,|államtitkár|
True,|asszonynak|,|asszonynak|
True,"|,|","|,|"
True,|parancsoljon|,|parancsoljon|
True,|!|,|!|
True,|DR.|,|DR.|
True,|KONCZ|,|KONCZ|
True,|ZSÓFIA|,|ZSÓFIA|
True,|technológiai|,|technológiai|
True,|és|,|és|
True,|ipari|,|ipari|
True,|minisztériumi|,|minisztériumi|
True,|államtitkár|,|államtitkár|
True,|:|,|:|
True,|Köszönöm|,|Köszönöm|
True,|szépen|,|szépen|
True,|a|,|a|
True,|szót|,|szót|
True,"|,|","|,|"
True,|elnök|,|elnök|
True,|úr|,|úr|
True,|.|,|.|
True,|Tisztelt|,|Tisztelt|
True,|Országgyűlés|,|Országgyűlés|
True,|!|,|!|
True,|Tisztelt|,|Tisztelt|
True,|Képviselő|,|Képviselő|
True,|Asszony|,|Asszony|
True,|!|,|!|
True,|A|,|A|
True,|kérdésben|,|kérdésben|
True,|jelzett|,|jelzett|
True,|határozati|,|határozati|
True,|javaslatban|,|javaslatban|
True,|foglaltakat|,|foglaltakat|
True,|a|,|a|
True,|Fenntartható|,|Fenntartható|
True,|fejlődés|,|fejlődés|
True,|bizottsága|,|bizottsága|
True,"|,|","|,|"
True,|ismerve|,|ismerve|
True,|a|,|a|
True,|már|,|már|
True,|meglévő|,|meglévő|
True,|jogszabályi|,|jogszabályi|
True,|kereteket|,|kereteket|
True,|és|,|és|
True,|kormányzati|,|kormányzati|
True,|programokat|,|programokat|
True,"|,|","|,|"
True,|nem|,|nem|
True,|támogatta|,|támogatta|
True,"|,|","|,|"
True,|hiszen|,|hiszen|
True,|Magyarország|,|Magyarország|
True,|elkészítette|,|elkészítette|
True,|a|,|a|
True,|nemzeti|,|nemzeti|
True,"|,|","|,|"
True,|hosszú|,|hosszú|
True,|távú|,|távú|
True,|felújítási|,|felújítási|
True,|stratégiát|,|stratégiát|
True,"|,|","|,|"
True,|mely|,|mely|
True,|a|,|a|
True,|teljes|,|teljes|
True,"|,|","|,|"
True,|energetikai|,|energetikai|
True,|értelemben|,|értelemben|
True,|vett|,|vett|
True,|korszerűtlen|,|korszerűtlen|
True,|épületállomány|,|épületállomány|
True,|mélyfelújítását|,|mélyfelújítását|
True,|határozza|,|határozza|
True,|meg|,|meg|
True,|2030-ig|,|2030-ig|
True,|.|,|.|
True,|Az|,|Az|
True,|illegális|,|illegális|
True,|hulladékégetés|,|hulladékégetés|
True,|tekintetében|,|tekintetében|
True,|jelenleg|,|jelenleg|
True,|Magyarországon|,|Magyarországon|
True,|a|,|a|
True,|megfelelő|,|megfelelő|
True,|törvényi|,|törvényi|
True,|feltételek|,|feltételek|
True,|adottak|,|adottak|
True,|arra|,|arra|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|a|,|a|
True,|hatóságok|,|hatóságok|
True,|fellépjenek|,|fellépjenek|
True,"|,|","|,|"
True,|a|,|a|
True,|KEHOP-program|,|KEHOP-program|
True,|keretei|,|keretei|
True,|között|,|között|
True,|2014|,|2014|
True,|és|,|és|
True,|2020|,|2020|
True,|között|,|között|
True,|közel|,|közel|
True,|600|,|600|
True,|milliárd|,|milliárd|
True,|forintot|,|forintot|
True,|fordítottunk|,|fordítottunk|
True,|energetikai|,|energetikai|
True,|célú|,|célú|
True,|beruházások|,|beruházások|
True,|támogatására|,|támogatására|
True,"|,|","|,|"
True,|melyből|,|melyből|
True,|több|,|több|
True,|mint|,|mint|
True,|200|,|200|
True,|milliárd|,|milliárd|
True,|forint|,|forint|
True,|nem|,|nem|
True,|önkormányzati|,|önkormányzati|
True,|célú|,|célú|
True,|fejlesztésekre|,|fejlesztésekre|
True,|került|,|került|
True,|.|,|.|
True,|A|,|A|
True,|terület-|,|terület-|
True,|és|,|és|
True,|településfejlesztési|,|településfejlesztési|
True,|operatív|,|operatív|
True,|program|,|program|
True,|plusz|,|plusz|
True,|összesen|,|összesen|
True,|83|,|83|
True,|darab|,|darab|
True,|pályázatot|,|pályázatot|
True,|támogatott|,|támogatott|
True,"|,|","|,|"
True,|52|,|52|
True,|önkormányzati|,|önkormányzati|
True,|és|,|és|
True,|31|,|31|
True,|egyházi|,|egyházi|
True,|kedvezményezettet|,|kedvezményezettet|
True,"|,|","|,|"
True,|48|,|48|
True,|milliárd|,|milliárd|
True,|forint|,|forint|
True,|összegben|,|összegben|
True,|.|,|.|
True,|Ami|,|Ami|
True,|nagyon|,|nagyon|
True,|fontos|,|fontos|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|ebben|,|ebben|
True,|a|,|a|
True,|válságokkal|,|válságokkal|
True,|terhes|,|terhes|
True,|időszakban|,|időszakban|
True,|különös|,|különös|
True,|hangsúlyt|,|hangsúlyt|
True,|fektetünk|,|fektetünk|
True,|a|,|a|
True,|családok|,|családok|
True,|védelmére|,|védelmére|
True,"|,|","|,|"
True,|és|,|és|
True,|ezért|,|ezért|
True,|is|,|is|
True,|ki|,|ki|
True,|kell|,|kell|
True,|emelni|,|emelni|
True,|az|,|az|
True,|egyedülálló|,|egyedülálló|
True,|otthonfelújítási|,|otthonfelújítási|
True,|programot|,|programot|
True,|.|,|.|
True,|Ennek|,|Ennek|
True,|keretében|,|keretében|
True,|az|,|az|
True,|állam|,|állam|
True,|maximum|,|maximum|
True,|3|,|3|
True,|millió|,|millió|
True,|forinttal|,|forinttal|
True,|járul|,|járul|
True,|hozzá|,|hozzá|
True,|a|,|a|
True,|házak|,|házak|
True,"|,|","|,|"
True,|lakások|,|lakások|
True,|felújításához|,|felújításához|
True,|a|,|a|
True,|gyermeket|,|gyermeket|
True,|nevelő|,|nevelő|
True,|családok|,|családok|
True,|részére|,|részére|
True,"|,|","|,|"
True,|és|,|és|
True,|ebből|,|ebből|
True,|az|,|az|
True,|egész|,|egész|
True,|összegből|,|összegből|
True,|annak|,|annak|
True,|közel|,|közel|
True,|50|,|50|
True,|százalékát|,|százalékát|
True,|a|,|a|
True,|családok|,|családok|
True,|egyébként|,|egyébként|
True,|energetikai|,|energetikai|
True,|korszerűsítésre|,|korszerűsítésre|
True,|fordították|,|fordították|
True,|.|,|.|
True,|Emellé|,|Emellé|
True,|vehető|,|vehető|
True,|igénybe|,|igénybe|
True,|az|,|az|
True,|otthonfelújítási|,|otthonfelújítási|
True,|kölcsön|,|kölcsön|
True,|konstrukció|,|konstrukció|
True,|is|,|is|
True,"|,|","|,|"
True,|amely|,|amely|
True,|szintén|,|szintén|
True,|ezeket|,|ezeket|
True,|a|,|a|
True,|felújításokat|,|felújításokat|
True,|segíti|,|segíti|
True,|.|,|.|
True,|Egyébként|,|Egyébként|
True,|ezzel|,|ezzel|
True,|már|,|már|
True,|150|,|150|
True,|ezer|,|ezer|
True,|család|,|család|
True,|élt|,|élt|
True,"|,|","|,|"
True,|és|,|és|
True,|kapott|,|kapott|
True,|támogatást|,|támogatást|
True,|260|,|260|
True,|milliárd|,|milliárd|
True,|forint|,|forint|
True,|összegben|,|összegben|
True,|.|,|.|
True,|A|,|A|
True,|programban|,|programban|
True,|az|,|az|
True,|egygyermekes|,|egygyermekes|
True,|családok|,|családok|
True,|is|,|is|
True,|részt|,|részt|
True,|vehetnek|,|vehetnek|
True,"|,|","|,|"
True,|vagyis|,|vagyis|
True,|ezzel|,|ezzel|
True,|a|,|a|
True,|legszélesebb|,|legszélesebb|
True,|körben|,|körben|
True,|elérhető|,|elérhető|
True,|a|,|a|
True,|program|,|program|
True,"|,|","|,|"
True,|és|,|és|
True,|az|,|az|
True,|is|,|is|
True,|a|,|a|
True,|népszerűségét|,|népszerűségét|
True,|mutatja|,|mutatja|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|heti|,|heti|
True,|3|,|3|
True,|ezer|,|ezer|
True,|új|,|új|
True,|igénylés|,|igénylés|
True,|érkezik|,|érkezik|
True,|.|,|.|
True,|Kérem|,|Kérem|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|a|,|a|
True,|jövő|,|jövő|
True,|évi|,|évi|
True,|költségvetési|,|költségvetési|
True,|törvény|,|törvény|
True,|elfogadásával|,|elfogadásával|
True,|ön|,|ön|
True,|is|,|is|
True,|támogassa|,|támogassa|
True,|majd|,|majd|
True,|ezeket|,|ezeket|
True,|az|,|az|
True,|intézkedéseket|,|intézkedéseket|
True,|.|,|.|
True,|Köszönöm|,|Köszönöm|
True,|szépen|,|szépen|
True,|.|,|.|
True,|(|,|(|
True,|Taps|,|Taps|
True,|a|,|a|
True,|kormánypártok|,|kormánypártok|
False,|soraiban|,|soraiban.|
huspacy,|.|,
True,|)|,|)|
True,|ELNÖK|,|ELNÖK|
True,|:|,|:|
True,|Megköszönöm|,|Megköszönöm|
True,|államtitkár|,|államtitkár|
True,|asszony|,|asszony|
True,|válaszát|,|válaszát|
True,|.|,|.|
True,|Tisztelt|,|Tisztelt|
True,|Országgyűlés|,|Országgyűlés|
True,|!|,|!|
True,|Dunai|,|Dunai|
True,|Mónika|,|Mónika|
True,|képviselő|,|képviselő|
True,|asszony|,|asszony|
True,"|,|","|,|"
True,|a|,|a|
True,|Fidesz-képviselőcsoport|,|Fidesz-képviselőcsoport|
True,|részéről|,|részéről|
True,|kérdést|,|kérdést|
True,|kíván|,|kíván|
True,|feltenni|,|feltenni|
True,|a|,|a|
True,|technológiai|,|technológiai|
True,|és|,|és|
True,|ipari|,|ipari|
True,|miniszternek|,|miniszternek|
True,|:|,|:|
True,|„|,|„|
True,|Tervezike|,|Tervezike|
True,|a|,|a|
True,|KRESZ|,|KRESZ|
True,|módosítását|,|módosítását|
True,|az|,|az|
True,|elektromos|,|elektromos|
True,|közlekedési|,|közlekedési|
True,|eszközökre|,|eszközökre|
True,|vonatkozóan|,|vonatkozóan|
True,|a|,|a|
True,|balesetveszély|,|balesetveszély|
True,|csökkentése|,|csökkentése|
True,|érdekében|,|érdekében|
True,|?|,|?|
True,|”|,|”|
True,|címmel|,|címmel|
True,|.|,|.|
True,|Képviselő|,|Képviselő|
True,|asszony|,|asszony|
True,"|,|","|,|"
True,|öné|,|öné|
True,|a|,|a|
True,|szó|,|szó|
True,|.|,|.|
True,|DUNAI|,|DUNAI|
True,|MÓNIKA|,|MÓNIKA|
True,|(|,|(|
True,|Fidesz|,|Fidesz|
True,|):|,|):|
True,|Köszönöm|,|Köszönöm|
True,|szépen|,|szépen|
True,|a|,|a|
True,|szót|,|szót|
True,|.|,|.|
True,|Tisztelt|,|Tisztelt|
True,|Elnök|,|Elnök|
True,|Úr|,|Úr|
True,|!|,|!|
True,|Tisztelt|,|Tisztelt|
True,|Államtitkár|,|Államtitkár|
True,|Asszony|,|Asszony|
True,|!|,|!|
True,|Itt|,|Itt|
True,|a|,|a|
True,|nyár|,|nyár|
True,"|,|","|,|"
True,|és|,|és|
True,|szerencsére|,|szerencsére|
True,|a|,|a|
True,|Covid-szigorításoknak|,|Covid-szigorításoknak|
True,|is|,|is|
True,|vége|,|vége|
True,|van|,|van|
True,"|,|","|,|"
True,|egyre|,|egyre|
True,|többen|,|többen|
True,|használnak|,|használnak|
True,|a|,|a|
True,|szabadban|,|szabadban|
True,|szabadidejük|,|szabadidejük|
True,|eltöltése|,|eltöltése|
True,|közben|,|közben|
True,|elektromos|,|elektromos|
True,|járműveket|,|járműveket|
True,|.|,|.|
True,|Ezek|,|Ezek|
True,|között|,|között|
True,|az|,|az|
True,|elektromos|,|elektromos|
True,|járművek|,|járművek|
True,|között|,|között|
True,|nagyon|,|nagyon|
True,|sokan|,|sokan|
True,|használják|,|használják|
True,|az|,|az|
True,|elektromos|,|elektromos|
True,|rollereket|,|rollereket|
True,"|,|","|,|"
True,|az|,|az|
True,|elektromos|,|elektromos|
True,|gördeszkákat|,|gördeszkákat|
True,"|,|","|,|"
True,|görkorcsolyákat|,|görkorcsolyákat|
True,|és|,|és|
True,|a|,|a|
True,|különféle|,|különféle|
True,|egyensúly-irányított|,|egyensúly-irányított|
True,|közlekedési|,|közlekedési|
True,|eszközöket|,|eszközöket|
True,|.|,|.|
True,|Ezek|,|Ezek|
True,|közül|,|közül|
True,|jó|,|jó|
True,|néhány|,|néhány|
True,|nagyon|,|nagyon|
True,|gyors|,|gyors|
True,|közlekedésre|,|közlekedésre|
True,"|,|","|,|"
True,|haladásra|,|haladásra|
True,|is|,|is|
True,|képes|,|képes|
True,|.|,|.|
True,|Nagyon|,|Nagyon|
True,|balesetveszélyes|,|balesetveszélyes|
True,|is|,|is|
True,"|,|","|,|"
True,|az|,|az|
True,|elmúlt|,|elmúlt|
True,|időszakban|,|időszakban|
True,|is|,|is|
True,|nagyon|,|nagyon|
True,|sok|,|sok|
True,|olyan|,|olyan|
True,|történt|,|történt|
True,"|,|","|,|"
True,|amikor|,|amikor|
True,|vagy|,|vagy|
True,|az|,|az|
True,|elektromos|,|elektromos|
True,|közlekedési|,|közlekedési|
True,|eszköz|,|eszköz|
True,|használója|,|használója|
True,|vagy|,|vagy|
True,|pedig|,|pedig|
True,|bárki|,|bárki|
True,"|,|","|,|"
True,|aki|,|aki|
True,|közlekedésben|,|közlekedésben|
True,|részt|,|részt|
True,|vett|,|vett|
True,"|,|","|,|"
True,|ennek|,|ennek|
True,|az|,|az|
True,|elszenvedője|,|elszenvedője|
True,|volt|,|volt|
True,|.|,|.|
True,|Úgy|,|Úgy|
True,|gondolom|,|gondolom|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|érdemes|,|érdemes|
True,|lenne|,|lenne|
True,|a|,|a|
True,|KRESZ-ben|,|KRESZ-ben|
True,|szabályozni|,|szabályozni|
True,|ezen|,|ezen|
True,|elektromos|,|elektromos|
True,|járművek|,|járművek|
True,|használatát|,|használatát|
True,"|,|","|,|"
True,|hiszen|,|hiszen|
True,|jelen|,|jelen|
True,|pillanatban|,|pillanatban|
True,|vitatott|,|vitatott|
True,|a|,|a|
True,|megítélése|,|megítélése|
True,|ezeknek|,|ezeknek|
True,|az|,|az|
True,|eszközöknek|,|eszközöknek|
True,"|,|","|,|"
True,|és|,|és|
True,|nincsenek|,|nincsenek|
True,|is|,|is|
True,|szabályozva|,|szabályozva|
True,|.|,|.|
True,|Azt|,|Azt|
True,|kérdezem|,|kérdezem|
True,|tisztelettel|,|tisztelettel|
True,|államtitkár|,|államtitkár|
True,|asszonytól|,|asszonytól|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|tervezike|,|tervezike|
True,|a|,|a|
True,|KRESZ|,|KRESZ|
True,|módosítását|,|módosítását|
True,|ezen|,|ezen|
True,|közlekedési|,|közlekedési|
True,|eszközökre|,|eszközökre|
True,"|,|","|,|"
True,|az|,|az|
True,|elektromos|,|elektromos|
True,|eszközökre|,|eszközökre|
True,|.|,|.|
True,|Köszönöm|,|Köszönöm|
True,|szépen|,|szépen|
True,|megtisztelő|,|megtisztelő|
True,|válaszát|,|válaszát|
True,|.|,|.|
True,|(|,|(|
True,|Taps|,|Taps|
True,|a|,|a|
True,|kormánypártok|,|kormánypártok|
False,|soraiban|,|soraiban.|
huspacy,|.|,
True,|)|,|)|
True,|ELNÖK|,|ELNÖK|
True,|:|,|:|
True,|Köszönöm|,|Köszönöm|
True,|szépen|,|szépen|
True,"|,|","|,|"
True,|képviselő|,|képviselő|
True,|asszony|,|asszony|
True,|.|,|.|
True,|Tisztelt|,|Tisztelt|
True,|Országgyűlés|,|Országgyűlés|
True,|!|,|!|
True,|A|,|A|
True,|kérdésre|,|kérdésre|
True,|Koncz|,|Koncz|
True,|Zsófia|,|Zsófia|
True,|államtitkár|,|államtitkár|
True,|asszony|,|asszony|
True,|válaszol|,|válaszol|
True,"|,|","|,|"
True,|öné|,|öné|
True,|a|,|a|
True,|szó|,|szó|
True,|.|,|.|
True,|DR.|,|DR.|
True,|KONCZ|,|KONCZ|
True,|ZSÓFIA|,|ZSÓFIA|
True,|technológiai|,|technológiai|
True,|és|,|és|
True,|ipari|,|ipari|
True,|minisztériumi|,|minisztériumi|
True,|államtitkár|,|államtitkár|
True,|:|,|:|
True,|Köszönöm|,|Köszönöm|
True,|szépen|,|szépen|
True,|a|,|a|
True,|szót|,|szót|
True,|.|,|.|
True,|Tisztelt|,|Tisztelt|
True,|Elnök|,|Elnök|
True,|Úr|,|Úr|
True,|!|,|!|
True,|Tisztelt|,|Tisztelt|
True,|Országgyűlés|,|Országgyűlés|
True,|!|,|!|
True,|Tisztelt|,|Tisztelt|
True,|Képviselő|,|Képviselő|
True,|Asszony|,|Asszony|
True,|!|,|!|
True,|Köszönöm|,|Köszönöm|
True,|szépen|,|szépen|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|egy|,|egy|
True,|ilyen|,|ilyen|
True,|fontos|,|fontos|
True,|kérdést|,|kérdést|
True,|hozott|,|hozott|
True,|ide|,|ide|
True,"|,|","|,|"
True,|a|,|a|
True,|magyar|,|magyar|
True,|parlamentbe|,|parlamentbe|
True,"|,|","|,|"
True,|és|,|és|
True,|teljesen|,|teljesen|
True,|egyetértek|,|egyetértek|
True,|önnel|,|önnel|
True,|abban|,|abban|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|a|,|a|
True,|kérdéses|,|kérdéses|
True,|járművek|,|járművek|
True,|egyre|,|egyre|
True,|szélesebb|,|szélesebb|
True,|körű|,|körű|
True,|elterjedése|,|elterjedése|
True,"|,|","|,|"
True,|használata|,|használata|
True,"|,|","|,|"
True,|bár|,|bár|
True,|vitathatatlanul|,|vitathatatlanul|
True,|előnyökkel|,|előnyökkel|
True,|is|,|is|
True,|jár|,|jár|
True,"|,|","|,|"
True,|számos|,|számos|
True,|veszélyforrással|,|veszélyforrással|
True,|is|,|is|
True,|szembesít|,|szembesít|
True,|bennünket|,|bennünket|
True,"|,|","|,|"
True,|közlekedőket|,|közlekedőket|
True,|.|,|.|
True,|E|,|E|
True,|kockázatokat|,|kockázatokat|
True,|természetesen|,|természetesen|
True,|jogalkotóként|,|jogalkotóként|
True,|sem|,|sem|
True,|hagyhatjuk|,|hagyhatjuk|
True,|figyelmen|,|figyelmen|
True,|kívül|,|kívül|
True,"|,|","|,|"
True,|a|,|a|
True,|Technológiai|,|Technológiai|
True,|és|,|és|
True,|Ipari|,|Ipari|
True,|Minisztérium|,|Minisztérium|
True,|a|,|a|
True,|hazai|,|hazai|
True,|rendelkezések|,|rendelkezések|
True,|kiegészítését|,|kiegészítését|
True,|tervezi|,|tervezi|
True,|.|,|.|
True,|Az|,|Az|
True,|előkészületben|,|előkészületben|
True,|lévő|,|lévő|
True,|módosítások|,|módosítások|
True,|alapvető|,|alapvető|
True,|célja|,|célja|
True,|minden|,|minden|
True,|érintett|,|érintett|
True,|biztonságos|,|biztonságos|
True,|közlekedési|,|közlekedési|
True,|feltételeinek|,|feltételeinek|
True,|a|,|a|
True,|megteremtése|,|megteremtése|
True,|.|,|.|
True,|A|,|A|
True,|védtelen|,|védtelen|
True,|közlekedők|,|közlekedők|
True,"|,|","|,|"
True,|elsősorban|,|elsősorban|
True,|kerékpárosok|,|kerékpárosok|
True,|és|,|és|
True,|gyalogosok|,|gyalogosok|
True,|védelme|,|védelme|
True,|a|,|a|
True,|kormány|,|kormány|
True,|kiemelt|,|kiemelt|
True,|célja|,|célja|
True,|;|,|;|
True,|azt|,|azt|
True,|a|,|a|
True,|felvetett|,|felvetett|
True,|témával|,|témával|
True,|egy|,|egy|
True,|csomagban|,|csomagban|
True,|kezelve|,|kezelve|
True,|tervezünk|,|tervezünk|
True,|javaslatot|,|javaslatot|
True,|tenni|,|tenni|
True,|a|,|a|
True,|KRESZ|,|KRESZ|
True,|módosítására|,|módosítására|
True,|.|,|.|
True,|A|,|A|
True,|módosítás|,|módosítás|
True,|érinteni|,|érinteni|
True,|fogja|,|fogja|
True,|továbbá|,|továbbá|
True,|a|,|a|
True,|vasúti|,|vasúti|
True,|átjárók|,|átjárók|
True,|szabályozását|,|szabályozását|
True,|is|,|is|
True,|.|,|.|
True,|Elsődleges|,|Elsődleges|
True,|cél|,|cél|
True,|a|,|a|
True,|KRESZ|,|KRESZ|
True,|hozzáigazítása|,|hozzáigazítása|
True,|a|,|a|
True,|megváltozott|,|megváltozott|
True,|forgalmi|,|forgalmi|
True,|körülményekhez|,|körülményekhez|
True,"|,|","|,|"
True,|a|,|a|
True,|védtelen|,|védtelen|
True,|közlekedők|,|közlekedők|
True,|közlekedésének|,|közlekedésének|
True,|segítése|,|segítése|
True,|a|,|a|
True,|közúti|,|közúti|
True,|forgalomban|,|forgalomban|
True,"|,|","|,|"
True,|az|,|az|
True,|egyszerű|,|egyszerű|
True,|elektromos|,|elektromos|
True,|közlekedési|,|közlekedési|
True,|eszközök|,|eszközök|
True,"|,|","|,|"
True,|vagyis|,|vagyis|
True,|a|,|a|
True,|motoros|,|motoros|
True,"|,|","|,|"
True,|elektromos|,|elektromos|
True,|rollerek|,|rollerek|
True,"|,|","|,|"
True,|elektromos|,|elektromos|
True,|kerékpárok|,|kerékpárok|
True,|használati|,|használati|
True,|feltételeinek|,|feltételeinek|
True,|rendezése|,|rendezése|
True,"|,|","|,|"
True,|valamint|,|valamint|
True,|az|,|az|
True,|elektromobilitás|,|elektromobilitás|
True,|elterjedését|,|elterjedését|
True,|elősegítő|,|elősegítő|
True,|közlekedési|,|közlekedési|
True,|szabályok|,|szabályok|
True,|bevezetése|,|bevezetése|
True,|.|,|.|
True,|A|,|A|
True,|fenti|,|fenti|
True,|szempontok|,|szempontok|
True,|összegzése|,|összegzése|
True,|és|,|és|
True,|az|,|az|
True,|e-rollerek|,|e-rollerek|
True,|szabályozásának|,|szabályozásának|
True,|kidolgozása|,|kidolgozása|
True,|jelenleg|,|jelenleg|
True,|is|,|is|
True,|folyamatban|,|folyamatban|
True,|van|,|van|
True,"|,|","|,|"
True,|a|,|a|
True,|módosítás|,|módosítás|
True,|előkészítése|,|előkészítése|
True,|során|,|során|
True,|egyeztetünk|,|egyeztetünk|
True,|a|,|a|
True,|szakmai|,|szakmai|
True,|és|,|és|
True,|társadalmi|,|társadalmi|
True,|szervezetekkel|,|szervezetekkel|
True,"|,|","|,|"
True,|az|,|az|
True,|érintett|,|érintett|
True,|hatóságokkal|,|hatóságokkal|
True,|és|,|és|
True,|minisztériumokkal|,|minisztériumokkal|
True,|is|,|is|
True,|.|,|.|
True,|A|,|A|
True,|javaslat|,|javaslat|
True,|e|,|e|
True,|folyamat|,|folyamat|
True,|lezárulása|,|lezárulása|
True,|után|,|után|
True,|kerülhet|,|kerülhet|
True,|majd|,|majd|
True,|a|,|a|
True,|kormány|,|kormány|
True,|elé|,|elé|
True,|.|,|.|
True,|Ezúton|,|Ezúton|
True,|szeretném|,|szeretném|
True,|megköszönni|,|megköszönni|
True,|képviselő|,|képviselő|
True,|asszonynak|,|asszonynak|
True,|és|,|és|
True,|általában|,|általában|
True,|a|,|a|
True,|kormánypártoknak|,|kormánypártoknak|
True,|lelkiismeretes|,|lelkiismeretes|
True,"|,|","|,|"
True,|a|,|a|
True,|magyar|,|magyar|
True,|emberek|,|emberek|
True,|biztonságos|,|biztonságos|
