huspacy lemma ==huspacy em_lemma == emagyar lemma,huspacy lemma,huspacy em_lemma,emagyar lemma,huspacy token,emagyar token
False,|soha|,|None|,|soha|,|soha|,|soha|
False,|több|,|None|,|többet|,|többet|,|többet|
False,|ez|,|None|,|ez|,|ez|,|ez|
False,|amikor|,|None|,|amikor|,|amikor|,|amikor|
False,|akkor|,|None|,|akkor|,|akkor|,|akkor|
False,|emellett|,|None|,|emellett|,|Emellett|,|Emellett|
False,|krki|,|None|,|krki|,|krki|,|krki|
False,|LNG-terminál|,|None|,|LNG-terminál|,|LNG-terminálból|,|LNG-terminálból|
False,|is|,|None|,|is|,|is|,|is|
False,|le|,|None|,|le|,|le|,|le|
False,|is|,|None|,|is|,|is|,|is|
False,|is|,|None|,|is|,|is|,|is|
False,|emellett|,|None|,|emellett|,|Emellett|,|Emellett|
False,|ahogy|,|None|,|ahogy|,|Ahogy|,|Ahogy|
False,|ezért|,|None|,|ezért|,|ezért|,|ezért|
False,|is|,|None|,|is|,|is|,|is|
False,|lesz|,|None|,|van|,|legyen|,|legyen|
False,|gyakorlati|,|None|,|gyakorlatilag|,|gyakorlatilag|,|gyakorlatilag|
False,|napalem-kapacitás|,|None|,|napalem-kapacitás|,|napalem-kapacitás|,|napalem-kapacitás|
False,|ahogy|,|None|,|ahogy|,|Ahogy|,|Ahogy|
False,|szintén|,|None|,|szintén|,|szintén|,|szintén|
False,|ezért|,|None|,|ezért|,|ezért|,|ezért|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Bizottság|,|None|,|bizottság|,|Bizottság|,|Bizottság|
False,|megawatt|,|None|,|megawatt|,|megawatt|,|megawatt|
False,|ez|,|None|,|ez|,|ezekben|,|ezekben|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|Köszön|,|None|,|köszön|,|Köszönöm|,|Köszönöm|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|Komjáthi|,|None|,|Komjáthi|,|Komjáthi|,|Komjáthi|
False,|Öné|,|None|,|ön|,|Öné|,|Öné|
False,|KOMJÁTHI|,|None|,|KOMJÁTHI|,|KOMJÁTHI|,|KOMJÁTHI|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Államtitkár|,|None|,|államtitkár|,|Államtitkár|,|Államtitkár|
False,|Normix|,|None|,|Normix|,|Normix|,|Normix|
False,|ezért|,|None|,|ezért|,|Ezért|,|Ezért|
False,|olyan|,|None|,|olyan|,|olyan|,|olyan|
False,|állami|,|None|,|államilag|,|államilag|,|államilag|
False,|Normixra|,|None|,|Normix|,|Normixra|,|Normixra|
False,|így|,|None|,|így|,|Így|,|Így|
False,|megkereső|,|None|,|megkereső|,|megkereső|,|megkereső|
False,|más|,|None|,|más|,|mást|,|mást|
False,|több|,|None|,|sok|,|több|,|több|
False,|hacsak|,|None|,|hacsak|,|hacsak|,|hacsak|
False,|Fenti|,|None|,|fenti|,|Fentiekre|,|Fentiekre|
False,|Normix|,|None|,|Normix|,|Normix|,|Normix|
False,|mikor|,|None|,|mikor|,|Mikor|,|Mikor|
False,|vissza|,|None|,|vissza|,|vissza|,|vissza|
False,|mikor|,|None|,|mikor|,|mikor|,|mikor|
False,|be|,|None|,|be|,|be|,|be|
False,|Normix|,|None|,|Normix|,|Normix|,|Normix|
False,|két|,|None|,|két|,|kétszer|,|kétszer|
False,|hogyan|,|None|,|hogyan|,|Hogyan|,|Hogyan|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|Rétvári|,|None|,|rétvári|,|Rétvári|,|Rétvári|
False,|öné|,|None|,|ön|,|öné|,|öné|
False,|RÉTVÁRI|,|None|,|rétvári|,|RÉTVÁRI|,|RÉTVÁRI|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Ház|,|None|,|ház|,|Ház|,|Ház|
False,|Goodwill|,|None|,|goodwill|,|Goodwill|,|Goodwill|
False,|Kft.|,|None|,|kft.|,|Kft.|,|Kft.|
False,|Normix|,|None|,|Normix|,|Normix|,|Normix|
False,|ezért|,|None|,|ezért|,|ezért|,|ezért|
False,|ki|,|None|,|ki|,|ki|,|ki|
False,|tb-támogatotti|,|None|,|tb-támogatotti|,|tb-támogatotti|,|tb-támogatotti|
False,|azért|,|None|,|az|,|azért|,|azért|
False,|NEAK|,|None|,|NEAK|,|NEAK|,|NEAK|
False,|volna|,|None|,|volna|,|volna|,|volna|
False,|így|,|None|,|így|,|így|,|így|
False,|le|,|None|,|le|,|le|,|le|
False,|ez|,|None|,|ez|,|ezt|,|ezt|
False,|ezért|,|None|,|ezért|,|ezért|,|ezért|
False,|Nemzeti|,|None|,|nemzeti|,|Nemzeti|,|Nemzeti|
False,|Egészségbiztosítási|,|None|,|egészségbiztosítási|,|Egészségbiztosítási|,|Egészségbiztosítási|
False,|Alapkezelő|,|None|,|alapkezelő|,|Alapkezelő|,|Alapkezelő|
False,|támogatotti|,|None|,|támogatotti|,|támogatotti|,|támogatotti|
False,|NEAK|,|None|,|NEAK|,|NEAK|,|NEAK|
False,|NEAK|,|None|,|NEAK|,|NEAK|,|NEAK|
False,|azért|,|None|,|az|,|azért|,|azért|
False,|van|,|None|,|van|,|volt|,|volt|
False,|neki|,|None|,|mi|,|nekünk|,|nekünk|
False,|elő|,|None|,|elő|,|elő|,|elő|
False,|hatóanyag-tartalmú|,|None|,|hatóanyag-tartalmú|,|hatóanyag-tartalmú|,|hatóanyag-tartalmú|
False,|más|,|None|,|más|,|más|,|más|
False,|lesz|,|None|,|van|,|legyen|,|legyen|
False,|ez|,|None|,|ez|,|ebben|,|ebben|
False,|amikor|,|None|,|amikor|,|amikor|,|amikor|
False,|másik|,|None|,|másik|,|másik|,|másik|
False,|is|,|None|,|is|,|is|,|is|
False,|ilyenkor|,|None|,|ilyenkor|,|ilyenkor|,|ilyenkor|
False,|is|,|None|,|is|,|is|,|is|
False,|ezért|,|None|,|ezért|,|ezért|,|ezért|
False,|NEAK|,|None|,|NEAK|,|NEAK|,|NEAK|
False,|fog|,|None|,|fog|,|fogja|,|fogja|
False,|NEAK-os|,|None|,|NEAK-os|,|NEAK-os|,|NEAK-os|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|17.30|,|None|,|17.30|,|17.30|,|17.30|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|Megköszön|,|None|,|megköszön|,|Megköszönöm|,|Megköszönöm|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|Haza|,|None|,|haza|,|Hazánk|,|Hazánk|
False,|miért|,|None|,|miért|,|Miért|,|Miért|
False,|NATO-harccsoport|,|None|,|NATO-harccsoport|,|NATO-harccsoportok|,|NATO-harccsoportok|
False,|Szalay-Bobrovniczky|,|None|,|Szalay-Bobrovniczky|,|Szalay-Bobrovniczky|,|Szalay-Bobrovniczky|
False,|Öné|,|None|,|ön|,|Öné|,|Öné|
False,|ELŐD|,|None|,|előd|,|ELŐD|,|ELŐD|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Államtitkár|,|None|,|államtitkár|,|Államtitkár|,|Államtitkár|
False,|NATO-harccsoport|,|None|,|NATO-harccsoport|,|NATO-harccsoportok|,|NATO-harccsoportok|
False,|ezért|,|None|,|ezért|,|ezért|,|ezért|
False,|Haza|,|None|,|haza|,|Hazánk|,|Hazánk|
False,|Mozgalom|,|None|,|mozgalom|,|Mozgalom|,|Mozgalom|
False,|magyar|,|None|,|magyar|,|magyaroké|,|magyaroké|
False,|sajnos|,|None|,|sajnos|,|sajnos|,|sajnos|
False,|Hazánk|,|None|,|haza|,|Hazánk|,|Hazánk|
False,|Mozgalom|,|None|,|mozgalom|,|Mozgalom|,|Mozgalom|
False,|is|,|None|,|is|,|is|,|is|
False,|Haza|,|None|,|haza|,|Hazánk|,|Hazánk|
False,|ellenez|,|None|,|ellenez|,|ellenzi|,|ellenzi|
False,|ilyen|,|None|,|ilyen|,|ilyen|,|ilyen|
False,|is|,|None|,|is|,|is|,|is|
False,|haza|,|None|,|haza|,|hazánknak|,|hazánknak|
False,|NATO-tagság|,|None|,|NATO-tagság|,|NATO-tagságunkból|,|NATO-tagságunkból|
False,|volna|,|None|,|van|,|volna|,|volna|
False,|Haza|,|None|,|haza|,|Hazánk|,|Hazánk|
False,|Mozgalom|,|None|,|mozgalom|,|Mozgalom|,|Mozgalom|
False,|orosz|,|None|,|orosz|,|oroszok|,|oroszok|
False,|így|,|None|,|így|,|így|,|így|
False,|is|,|None|,|is|,|is|,|is|
False,|lesz|,|None|,|van|,|legyen|,|legyen|
False,|NATO-csapat|,|None|,|NATO-csapat|,|NATO-csapatokkal|,|NATO-csapatokkal|
False,|miért|,|None|,|miért|,|miért|,|miért|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|Öné|,|None|,|ön|,|Öné|,|Öné|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|több|,|None|,|sok|,|többször|,|többször|
False,|itt|,|None|,|itt|,|itt|,|itt|
False,|is|,|None|,|is|,|is|,|is|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlésben|,|Országgyűlésben|
False,|némi|,|None|,|némi|,|némi|,|némi|
False,|bármilyen|,|None|,|bármilyen|,|bármilyen|,|bármilyen|
False,|ugyanakkor|,|None|,|ugyanakkor|,|Ugyanakkor|,|Ugyanakkor|
False,|NATO-szövetségeseinkkel|,|None|,|NATO-szövetséges|,|NATO-szövetségeseinkkel|,|NATO-szövetségeseinkkel|
False,|is|,|None|,|is|,|is|,|is|
False,|is|,|None|,|is|,|is|,|is|
False,|itt|,|None|,|itt|,|itt|,|itt|
False,|Ház|,|None|,|ház|,|Házban|,|Házban|
False,|több|,|None|,|sok|,|többször|,|többször|
False,|addig|,|None|,|az|,|addig|,|addig|
False,|amíg|,|None|,|amíg|,|amíg|,|amíg|
False,|itt|,|None|,|itt|,|itt|,|itt|
False,|ez|,|None|,|ez|,|ebben|,|ebben|
False,|több|,|None|,|sok|,|több|,|több|
False,|is|,|None|,|is|,|is|,|is|
False,|ez|,|None|,|ez|,|ebben|,|ebben|
False,|is|,|None|,|is|,|is|,|is|
False,|is|,|None|,|is|,|is|,|is|
False,|egy|,|None|,|egy|,|egyért|,|egyért|
False,|minden|,|None|,|minden|,|Minden|,|Minden|
False,|NATO-tagország|,|None|,|NATO-tagország|,|NATO-tagországok|,|NATO-tagországok|
False,|ez|,|None|,|ez|,|ebben|,|ebben|
False,|is|,|None|,|is|,|is|,|is|
False,|Honvédség|,|None|,|honvédség|,|Honvédség|,|Honvédség|
False,|NATO-szerepvállalás|,|None|,|NATO-szerepvállalás|,|NATO-szerepvállalás|,|NATO-szerepvállalás|
False,|számára|,|None|,|számunkra|,|számunkra|,|számunkra|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|Megköszön|,|None|,|megköszön|,|Megköszönöm|,|Megköszönöm|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|Párbeszéd|,|None|,|párbeszéd|,|Párbeszéd|,|Párbeszéd|
False,|hogyan|,|None|,|hogyan|,|Hogyan|,|Hogyan|
False,|öné|,|None|,|ön|,|öné|,|öné|
False,|Párbeszéd|,|None|,|párbeszéd|,|Párbeszéd|,|Párbeszéd|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Államtitkár|,|None|,|államtitkár|,|Államtitkár|,|Államtitkár|
False,|egyik|,|None|,|egyik|,|egyik|,|egyik|
False,|egyik|,|None|,|egyik|,|egyik|,|egyik|
False,|nemcsak|,|None|,|nemcsak|,|nemcsak|,|nemcsak|
False,|is|,|None|,|is|,|is|,|is|
False,|is|,|None|,|is|,|is|,|is|
False,|itt|,|None|,|itt|,|itt|,|itt|
False,|nemcsak|,|None|,|nemcsak|,|nemcsak|,|nemcsak|
False,|is|,|None|,|is|,|is|,|is|
False,|lesz|,|None|,|lesz|,|lenni|,|lenni|
False,|is|,|None|,|is|,|is|,|is|
False,|ezért|,|None|,|ezért|,|ezért|,|ezért|
False,|is|,|None|,|is|,|is|,|is|
False,|lesz|,|None|,|van|,|legyen|,|legyen|
False,|is|,|None|,|is|,|is|,|is|
False,|szíveskedik|,|None|,|szíveskedik|,|szíveskedjék|,|szíveskedjék|
False,|ugye|,|None|,|ugye|,|ugye|,|ugye|
False,|fel|,|None|,|fel|,|fel|,|fel|
False,|is|,|None|,|is|,|is|,|is|
False,|vállalható|,|None|,|vállalható|,|vállalhatónak|,|vállalhatónak|
False,|fenntartható|,|None|,|fenntartható|,|fenntarthatónak|,|fenntarthatónak|
False,|tartjae|,|None|,|tartjae|,|tartjae|,|tartjae|
False,|Milyen|,|None|,|milyen|,|Milyen|,|Milyen|
False,|szándékozike|,|None|,|szándékozik|,|Szándékozike|,|Szándékozike|
False,|tervezike|,|None|,|tervezik|,|tervezike|,|tervezike|
False,|egyik|,|None|,|egyik|,|egyik|,|egyik|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|Miniszterhelyettes|,|None|,|miniszterhelyettes|,|Miniszterhelyettes|,|Miniszterhelyettes|
False,|Úr|,|None|,|úr|,|Úr|,|Úr|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|is|,|None|,|is|,|is|,|is|
False,|is|,|None|,|is|,|is|,|is|
False,|elegendő|,|None|,|elegendő|,|elegendő|,|elegendő|
False,|is|,|None|,|is|,|is|,|is|
False,|bármikor|,|None|,|bármikor|,|bármikor|,|bármikor|
False,|mindig|,|None|,|mindig|,|mindig|,|mindig|
False,|ugyanakkor|,|None|,|ugyanakkor|,|ugyanakkor|,|ugyanakkor|
False,|is|,|None|,|is|,|is|,|is|
False,|megtartva|,|None|,|megtart|,|megtartva|,|megtartva|
False,|mindeddig|,|None|,|mindez|,|mindeddig|,|mindeddig|
False,|olyan|,|None|,|olyan|,|Olyan|,|Olyan|
False,|eddig|,|None|,|eddig|,|eddig|,|eddig|
False,|is|,|None|,|is|,|is|,|is|
False,|ahogy|,|None|,|ahogy|,|ahogy|,|ahogy|
False,|is|,|None|,|is|,|is|,|is|
False,|is|,|None|,|is|,|is|,|is|
False,|is|,|None|,|is|,|is|,|is|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|Megköszön|,|None|,|megköszön|,|Megköszönöm|,|Megköszönöm|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|LMP|,|None|,|LMP|,|LMP|,|LMP|
False,|miért|,|None|,|miért|,|Miért|,|Miért|
False,|le|,|None|,|le|,|le|,|le|
False,|LMP|,|None|,|LMP|,|LMP|,|LMP|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Ház|,|None|,|ház|,|Ház|,|Ház|
False,|Államtitkár|,|None|,|államtitkár|,|Államtitkár|,|Államtitkár|
False,|LMP|,|None|,|LMP|,|LMP|,|LMP|
False,|be|,|None|,|be|,|be|,|be|
False,|mélyfelújítási|,|None|,|mélyfelújítási|,|mélyfelújítási|,|mélyfelújítási|
False,|van|,|None|,|van|,|volt|,|volt|
False,|lesz|,|None|,|lesz|,|lenne|,|lenne|
False,|17.40|,|None|,|17.40|,|17.40|,|17.40|
False,|mélyfelújítás|,|None|,|mélyfelújítás|,|mélyfelújítással|,|mélyfelújítással|
False,|így|,|None|,|így|,|így|,|így|
False,|is|,|None|,|is|,|is|,|is|
False,|minden|,|None|,|minden|,|minden|,|minden|
False,|mélyfelújítás|,|None|,|mélyfelújítás|,|mélyfelújítása|,|mélyfelújítása|
False,|miközben|,|None|,|miközben|,|miközben|,|miközben|
False,|sok|,|None|,|sok|,|sok|,|sok|
False,|is|,|None|,|is|,|is|,|is|
False,|amikor|,|None|,|amikor|,|amikor|,|amikor|
False,|Fenntartható|,|None|,|fenntartható|,|Fenntartható|,|Fenntartható|
False,|több|,|None|,|sok|,|többek|,|többek|
False,|Tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Államtitkár|,|None|,|államtitkár|,|Államtitkár|,|Államtitkár|
False,|miért|,|None|,|miért|,|miért|,|miért|
False,|le|,|None|,|le|,|le|,|le|
False,|amikor|,|None|,|amikor|,|amikor|,|amikor|
False,|is|,|None|,|is|,|is|,|is|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|DR.|,|None|,|dr.|,|DR.|,|DR.|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|foglalt|,|None|,|foglalt|,|foglaltakat|,|foglaltakat|
False,|Fenntartható|,|None|,|fenntartható|,|Fenntartható|,|Fenntartható|
False,|mélyfelújítás|,|None|,|mélyfelújítása|,|mélyfelújítását|,|mélyfelújítását|
False,|adott|,|None|,|adott|,|adottak|,|adottak|
False,|KEHOP-program|,|None|,|KEHOP-program|,|KEHOP-program|,|KEHOP-program|
False,|plusz|,|None|,|plusz|,|plusz|,|plusz|
False,|kedvezményezett|,|None|,|kedvezményezett|,|kedvezményezettet|,|kedvezményezettet|
False,|ez|,|None|,|ez|,|ebben|,|ebben|
False,|ezért|,|None|,|ezért|,|ezért|,|ezért|
False,|ki|,|None|,|ki|,|ki|,|ki|
False,|emellé|,|None|,|emellé|,|Emellé|,|Emellé|
False,|is|,|None|,|is|,|is|,|is|
False,|szintén|,|None|,|szintén|,|szintén|,|szintén|
False,|is|,|None|,|is|,|is|,|is|
False,|is|,|None|,|is|,|is|,|is|
False,|is|,|None|,|is|,|is|,|is|
False,|ez|,|None|,|ez|,|ezeket|,|ezeket|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|Megköszön|,|None|,|megköszön|,|Megköszönöm|,|Megköszönöm|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|Fidesz-képviselőcsoport|,|None|,|Fidesz-képviselőcsoport|,|Fidesz-képviselőcsoport|,|Fidesz-képviselőcsoport|
False,|Tervezike|,|None|,|Tervezike|,|Tervezike|,|Tervezike|
False,|öné|,|None|,|ön|,|öné|,|öné|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Államtitkár|,|None|,|államtitkár|,|Államtitkár|,|Államtitkár|
False,|itt|,|None|,|itt|,|Itt|,|Itt|
False,|Covid-szigorítás|,|None|,|Covid-szigorítások|,|Covid-szigorításoknak|,|Covid-szigorításoknak|
False,|is|,|None|,|is|,|is|,|is|
False,|néhány|,|None|,|néhány|,|néhány|,|néhány|
False,|is|,|None|,|is|,|is|,|is|
False,|is|,|None|,|is|,|is|,|is|
False,|is|,|None|,|is|,|is|,|is|
False,|sok|,|None|,|sok|,|sok|,|sok|
False,|amikor|,|None|,|amikor|,|amikor|,|amikor|
False,|bárki|,|None|,|bárki|,|bárki|,|bárki|
False,|elszenvedő|,|None|,|elszenvedő|,|elszenvedője|,|elszenvedője|
False,|van|,|None|,|van|,|volt|,|volt|
False,|úgy|,|None|,|úgy|,|Úgy|,|Úgy|
False,|lesz|,|None|,|lesz|,|lenne|,|lenne|
False,|is|,|None|,|is|,|is|,|is|
False,|tervezik|,|None|,|tervezik|,|tervezike|,|tervezike|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|öné|,|None|,|ön|,|öné|,|öné|
False,|DR.|,|None|,|dr.|,|DR.|,|DR.|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|ilyen|,|None|,|ilyen|,|ilyen|,|ilyen|
False,|ide|,|None|,|ide|,|ide|,|ide|
False,|is|,|None|,|is|,|is|,|is|
False,|számos|,|None|,|számos|,|számos|,|számos|
False,|is|,|None|,|is|,|is|,|is|
False,|közlekedő|,|None|,|közlekedő|,|közlekedőket|,|közlekedőket|
False,|e|,|None|,|e|,|E|,|E|
False,|Technológiai|,|None|,|technológiai|,|Technológiai|,|Technológiai|
False,|és|,|None|,|és|,|és|,|és|
False,|Ipari|,|None|,|ipari|,|Ipari|,|Ipari|
False,|Minisztérium|,|None|,|minisztérium|,|Minisztérium|,|Minisztérium|
False,|közlekedő|,|None|,|közlekedő|,|közlekedők|,|közlekedők|
False,|fog|,|None|,|fog|,|fogja|,|fogja|
False,|továbbá|,|None|,|továbbá|,|továbbá|,|továbbá|
False,|is|,|None|,|is|,|is|,|is|
False,|közlekedő|,|None|,|közlekedő|,|közlekedők|,|közlekedők|
False,|is|,|None|,|is|,|is|,|is|
False,|is|,|None|,|is|,|is|,|is|
False,|e|,|None|,|e|,|e|,|e|
False,|ezúton|,|None|,|ezúton|,|Ezúton|,|Ezúton|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|Megköszön|,|None|,|megköszön|,|Megköszönöm|,|Megköszönöm|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|Vejkey|,|None|,|Vejkey|,|Vejkey|,|Vejkey|
False,|Miniszterelnökség|,|None|,|miniszterelnökség|,|Miniszterelnökséget|,|Miniszterelnökséget|
False,|Milyen|,|None|,|milyen|,|Milyen|,|Milyen|
False,|öné|,|None|,|ön|,|öné|,|öné|
False,|DR.|,|None|,|dr.|,|DR.|,|DR.|
False,|VEJKEY|,|None|,|VEJKEY|,|VEJKEY|,|VEJKEY|
False,|Tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Államtitkár|,|None|,|államtitkár|,|Államtitkár|,|Államtitkár|
False,|Úr|,|None|,|úr|,|Úr|,|Úr|
False,|minden|,|None|,|minden|,|minden|,|minden|
False,|ezért|,|None|,|ezért|,|ezért|,|ezért|
False,|is|,|None|,|is|,|is|,|is|
False,|is|,|None|,|is|,|is|,|is|
False,|sok|,|None|,|sok|,|sok|,|sok|
False,|Tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Államtitkár|,|None|,|államtitkár|,|Államtitkár|,|Államtitkár|
False,|Úr|,|None|,|úr|,|Úr|,|Úr|
False,|miközben|,|None|,|miközben|,|miközben|,|miközben|
False,|legtöbb|,|None|,|sok|,|legtöbbjüket|,|legtöbbjüket|
False,|be|,|None|,|be|,|be|,|be|
False,|saját|,|None|,|saját|,|saját|,|saját|
False,|Tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Államtitkár|,|None|,|államtitkár|,|Államtitkár|,|Államtitkár|
False,|Úr|,|None|,|úr|,|Úr|,|Úr|
False,|2022.|,|None|,|2022|,|2022.|,|2022|
False,|eddig|,|None|,|eddig|,|eddig|,|eddig|
False,|17.50|,|None|,|17.50|,|17.50|,|17.50|
False,|ezért|,|None|,|ezért|,|ezért|,|ezért|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|Miniszterelnökség|,|None|,|miniszterelnökség|,|Miniszterelnökség|,|Miniszterelnökség|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|DK|,|None|,|DK|,|DK-nál|,|DK-nál|
False,|is|,|None|,|is|,|is|,|is|
False,|olyan|,|None|,|olyan|,|olyan|,|olyan|
False,|van|,|None|,|van|,|volt|,|volt|
False,|amennyire|,|None|,|amennyire|,|amennyire|,|amennyire|
False,|sok|,|None|,|sok|,|sok|,|sok|
False,|olyan|,|None|,|olyan|,|olyan|,|olyan|
False,|azért|,|None|,|azért|,|azért|,|azért|
False,|ez|,|None|,|ez|,|ebben|,|ebben|
False,|is|,|None|,|is|,|is|,|is|
False,|azért|,|None|,|azért|,|azért|,|azért|
False,|hogyha|,|None|,|hogyha|,|hogyha|,|hogyha|
False,|így|,|None|,|így|,|így|,|így|
False,|is|,|None|,|is|,|is|,|is|
False,|mindez|,|None|,|mindez|,|mindezek|,|mindezek|
False,|fel|,|None|,|fel|,|fel|,|fel|
False,|millió|,|None|,|millió|,|millióval|,|millióval|
False,|millió|,|None|,|millió|,|millióval|,|millióval|
False,|fel|,|None|,|fel|,|fel|,|fel|
False,|sok|,|None|,|sok|,|sok|,|sok|
False,|ezért|,|None|,|ezért|,|ezért|,|ezért|
False,|úgy|,|None|,|úgy|,|úgy|,|úgy|
False,|nemcsak|,|None|,|nemcsak|,|nemcsak|,|nemcsak|
False,|is|,|None|,|is|,|is|,|is|
False,|megye|,|None|,|megye|,|megye|,|megye|
