uspacy pos (sima upos),huspacy tag (detailed pos),huspacy em ud tag,emagyar pos,emagyarpos,,tokenek,ures,huspacy normal,huspacy detailed,huspacy em,emagyar,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(erről erről),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(felszólalni felszólalni),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(. .),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(Összességében Összességében),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(mi mi),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(álláspontunk álláspontunk),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(az az),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(hogy hogy),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(globális globális),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(multiadó multiadó),,,,,,,
FALSE,|DET|,|DET|,|DET|,|NUM|,,(egy egy),,n,n,n,ok,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(dolog dolog),,,,,,,
TRUE,|ADP|,|ADP|,|ADP|,|ADP|,,(miatt miatt),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(jó jó),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(bár bár),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(tudom tudom),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(hogy hogy),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(benne benne),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(van van),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(a a),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(globális globális),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(szó szó),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(amit amit),,,,,,,
FALSE,|NOUN|,|PRON|,|[]|,|PRON|,,(önök önök),,,,,,,
TRUE,|ADV|,|ADV|,|ADV|,|ADV|,,(nem nem),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(szeretnek szeretnek),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(: :),,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(mert mert),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(az az),,,,,,,
FALSE,|CCONJ|,|CCONJ|,|[]|,|ADV|,,(is is),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(benne benne),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(van van),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(hogy hogy),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(multi multi),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|CCONJ|,|CCONJ|,|CCONJ|,|CCONJ|,,(és és),,,,,,,
TRUE,|PRON|,|PRON|,|PRON|,|PRON|,,(az az),,,,,,,
FALSE,|CCONJ|,|CCONJ|,|[]|,|ADV|,,(is is),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,"(, ,)",,,,,,,
TRUE,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,,(hogy hogy),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(adó adó),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(. .),,,,,,,
TRUE,|VERB|,|VERB|,|VERB|,|VERB|,,(Köszönöm Köszönöm),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(szépen szépen),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(. .),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,(( (),,,,,,,
FALSE,|PROPN|,|PROPN|,|[]|,|NOUN|,,(Taps Taps),,,,,,,
TRUE,|DET|,|DET|,|DET|,|DET|,,(az az),,,,,,,
TRUE,|ADJ|,|ADJ|,|ADJ|,|ADJ|,,(ellenzéki ellenzéki),,,,,,,
TRUE,|NOUN|,|NOUN|,|NOUN|,|NOUN|,,(padsorokból padsorokból.),,,,,,,
huspacy,|PUNCT|,|PUNCT|,|[]|,,,(.),,,,,,,
FALSE,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,,() )),,,,,,,
